ΤΚ,Περιοχή,Ζώνη,"Συνολική κατανάλωση","Ημέρες κατανάλωσης","Μέση ημερήσια κατανάλωση","Πλήθος παροχών","Μήνας κατανάλωσης"
18120,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Β","12,205",48471,0.25,1618,06/2022
18120,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Γ","4,856",7656,0.63,257,06/2022
18120,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Δ","1,078",600,1.80,20,06/2022
18120,"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ","Κλάση A",138,4062,0.03,138,06/2022
18120,"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ","Κλάση Β","2,365",8882,0.27,297,06/2022
18120,"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ","Κλάση Γ",998,1530,0.65,51,06/2022
18120,"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ","Κλάση Δ",34,30,1.13,1,06/2022
18120,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση A",62,1860,0.03,62,06/2022
18120,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Β","1,098",3990,0.28,133,06/2022
18120,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Γ",407,660,0.62,22,06/2022
18120,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Δ",66,60,1.10,2,06/2022
18120,ΚΟΡΥΔΑΛΛΟΣ,"Κλάση A","2,036",63220,0.03,2115,06/2022
18120,ΚΟΡΥΔΑΛΛΟΣ,"Κλάση Β","27,101",103427,0.26,3454,06/2022
18120,ΚΟΡΥΔΑΛΛΟΣ,"Κλάση Γ","9,627",15148,0.64,508,06/2022
18120,ΚΟΡΥΔΑΛΛΟΣ,"Κλάση Δ","3,102",1983,1.56,70,06/2022
18120,ΚΟΡΥΔΑΛΛΟΣ,"Κλάση Ε","2,866",240,11.94,8,06/2022
18120,"ΠΑΙΔΙΚΗ ΣΤΕΓΗ","Κλάση A",114,3720,0.03,124,06/2022
18120,"ΠΑΙΔΙΚΗ ΣΤΕΓΗ","Κλάση Β","2,496",9120,0.27,304,06/2022
18120,"ΠΑΙΔΙΚΗ ΣΤΕΓΗ","Κλάση Γ","1,113",1830,0.61,61,06/2022
18120,"ΠΑΙΔΙΚΗ ΣΤΕΓΗ","Κλάση Δ",35,30,1.17,1,06/2022
18120,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση A",336,10796,0.03,364,06/2022
18120,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση Β","5,128",18967,0.27,634,06/2022
18120,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση Γ","1,356",2180,0.62,73,06/2022
18120,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση Δ",203,127,1.60,5,06/2022
18120,"ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ","Κλάση A","1,144",36742,0.03,1232,06/2022
18120,"ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ","Κλάση Β","16,987",64736,0.26,2159,06/2022
18120,"ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ","Κλάση Γ","6,809",10753,0.63,359,06/2022
18120,"ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ","Κλάση Δ","1,787",1168,1.53,39,06/2022
18120,"ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ","Κλάση Ε","1,401",123,11.39,6,06/2022
18121,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση A",3,240,0.01,8,06/2022
18121,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση Β",249,950,0.26,32,06/2022
18121,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση Γ",69,120,0.58,4,06/2022
18121,"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ","Κλάση A",371,11235,0.03,376,06/2022
18121,"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ","Κλάση Β","7,726",27177,0.28,907,06/2022
18121,"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ","Κλάση Γ","4,044",6348,0.64,213,06/2022
18121,"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ","Κλάση Δ",801,600,1.34,20,06/2022
18121,"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ","Κλάση Ε",323,30,10.77,1,06/2022
18121,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση A",2,60,0.03,2,06/2022
18121,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Β",92,300,0.31,10,06/2022
18121,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Γ",16,30,0.53,1,06/2022
18121,"Γ ΝΕΚΡΟΤΑΦΕΙΟ","Κλάση A",128,4672,0.03,156,06/2022
18121,"Γ ΝΕΚΡΟΤΑΦΕΙΟ","Κλάση Β","3,242",11678,0.28,390,06/2022
18121,"Γ ΝΕΚΡΟΤΑΦΕΙΟ","Κλάση Γ","1,624",2460,0.66,82,06/2022
18121,"Γ ΝΕΚΡΟΤΑΦΕΙΟ","Κλάση Δ",275,210,1.31,7,06/2022
18121,ΚΟΡΥΔΑΛΛΟΣ,"Κλάση A",304,9093,0.03,306,06/2022
18121,ΚΟΡΥΔΑΛΛΟΣ,"Κλάση Β","5,399",19376,0.28,647,06/2022
18121,ΚΟΡΥΔΑΛΛΟΣ,"Κλάση Γ","2,571",4099,0.63,138,06/2022
18121,ΚΟΡΥΔΑΛΛΟΣ,"Κλάση Δ",555,332,1.67,12,06/2022
18121,ΚΟΡΥΔΑΛΛΟΣ,"Κλάση Ε",166,30,5.53,1,06/2022
18121,ΣΧΙΣΤΟ,"Κλάση A",1,240,0.00,8,06/2022
18121,ΣΧΙΣΤΟ,"Κλάση Β",181,630,0.29,21,06/2022
18121,ΣΧΙΣΤΟ,"Κλάση Γ",107,180,0.59,6,06/2022
18121,ΤΑΞΙΑΡΧΕΣ,"Κλάση A","1,120",35302,0.03,1191,06/2022
18121,ΤΑΞΙΑΡΧΕΣ,"Κλάση Β","22,257",79352,0.28,2650,06/2022
18121,ΤΑΞΙΑΡΧΕΣ,"Κλάση Γ","10,101",16224,0.62,545,06/2022
18121,ΤΑΞΙΑΡΧΕΣ,"Κλάση Δ","1,985",1117,1.78,39,06/2022
18121,ΤΑΞΙΑΡΧΕΣ,"Κλάση Ε","2,526",151,16.73,6,06/2022
18122,"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ","Κλάση A",840,25788,0.03,868,06/2022
18122,"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ","Κλάση Β","19,105",67021,0.29,2237,06/2022
18122,"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ","Κλάση Γ","10,831",16943,0.64,566,06/2022
18122,"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ","Κλάση Δ","1,655",990,1.67,33,06/2022
18122,"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ","Κλάση Ε","8,595",330,26.05,11,06/2022
18122,ΚΟΡΥΔΑΛΛΟΣ,"Κλάση A",261,7142,0.04,244,06/2022
18122,ΚΟΡΥΔΑΛΛΟΣ,"Κλάση Β","5,277",18300,0.29,610,06/2022
18122,ΚΟΡΥΔΑΛΛΟΣ,"Κλάση Γ","2,559",4080,0.63,136,06/2022
18122,ΚΟΡΥΔΑΛΛΟΣ,"Κλάση Δ",415,300,1.38,10,06/2022
18122,ΚΟΡΥΔΑΛΛΟΣ,"Κλάση Ε",335,32,10.47,3,06/2022
18122,ΣΧΙΣΤΟ,"Κλάση A",557,16320,0.03,552,06/2022
18122,ΣΧΙΣΤΟ,"Κλάση Β","13,815",47700,0.29,1590,06/2022
18122,ΣΧΙΣΤΟ,"Κλάση Γ","7,490",11820,0.63,394,06/2022
18122,ΣΧΙΣΤΟ,"Κλάση Δ","1,845",990,1.86,33,06/2022
18122,ΣΧΙΣΤΟ,"Κλάση Ε","3,171",180,17.62,6,06/2022
18122,ΤΑΞΙΑΡΧΕΣ,"Κλάση A",3,361,0.01,13,06/2022
18122,ΤΑΞΙΑΡΧΕΣ,"Κλάση Β",254,989,0.26,33,06/2022
18122,ΤΑΞΙΑΡΧΕΣ,"Κλάση Γ",72,120,0.60,4,06/2022
18232,"ΑΓ. ΑΝΝΑ","Κλάση A",0,120,0.00,4,06/2022
18232,"ΑΓ. ΑΝΝΑ","Κλάση Β",61,180,0.34,6,06/2022
18232,"ΑΓ. ΑΝΝΑ","Κλάση Γ",15,30,0.50,1,06/2022
18233,"ΑΓ. ΑΝΝΑ","Κλάση A",159,8408,0.02,290,06/2022
18233,"ΑΓ. ΑΝΝΑ","Κλάση Β","3,056",10943,0.28,368,06/2022
18233,"ΑΓ. ΑΝΝΑ","Κλάση Γ","2,208",3389,0.65,113,06/2022
18233,"ΑΓ. ΑΝΝΑ","Κλάση Δ","1,640",870,1.89,29,06/2022
18233,"ΑΓ. ΑΝΝΑ","Κλάση Ε",223,32,6.97,3,06/2022
18233,"ΑΓ. Ι. ΡΕΝΤΗΣ","Κλάση A",530,20503,0.03,2353,06/2022
18233,"ΑΓ. Ι. ΡΕΝΤΗΣ","Κλάση Β","13,277",47400,0.28,1582,06/2022
18233,"ΑΓ. Ι. ΡΕΝΤΗΣ","Κλάση Γ","5,758",9208,0.63,307,06/2022
18233,"ΑΓ. Ι. ΡΕΝΤΗΣ","Κλάση Δ","3,135",1800,1.74,60,06/2022
18233,"ΑΓ. Ι. ΡΕΝΤΗΣ","Κλάση Ε","2,669",271,9.85,10,06/2022
18233,ΑΠΟΛΛΩΝ,"Κλάση A",282,9365,0.03,664,06/2022
18233,ΑΠΟΛΛΩΝ,"Κλάση Β","4,941",18150,0.27,611,06/2022
18233,ΑΠΟΛΛΩΝ,"Κλάση Γ","2,110",3327,0.63,113,06/2022
18233,ΑΠΟΛΛΩΝ,"Κλάση Δ",464,269,1.72,9,06/2022
18233,ΑΠΟΛΛΩΝ,"Κλάση Ε",158,30,5.27,1,06/2022
18233,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση A",138,7110,0.02,250,06/2022
18233,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Β","2,885",11149,0.26,372,06/2022
18233,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Γ","1,294",2033,0.64,69,06/2022
18233,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Δ","2,020",900,2.24,30,06/2022
18233,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Ε","2,144",120,17.87,4,06/2022
18233,"Γ ΝΕΚΡΟΤΑΦΕΙΟ","Κλάση A",0,30,0.00,4,06/2022
18233,"Γ ΝΕΚΡΟΤΑΦΕΙΟ","Κλάση Δ",67,30,2.23,1,06/2022
18233,ΛΑΧΑΝΑΓΟΡΑ,"Κλάση A",21,723,0.03,28,06/2022
18233,ΛΑΧΑΝΑΓΟΡΑ,"Κλάση Β",268,1019,0.26,38,06/2022
18233,ΛΑΧΑΝΑΓΟΡΑ,"Κλάση Γ",231,358,0.65,14,06/2022
18233,ΛΑΧΑΝΑΓΟΡΑ,"Κλάση Δ",336,180,1.87,7,06/2022
18233,ΛΑΧΑΝΑΓΟΡΑ,"Κλάση Ε",190,30,6.33,1,06/2022
18233,"Π. ΚΟΚΚΙΝΙΑ","Κλάση A",392,13484,0.03,482,06/2022
18233,"Π. ΚΟΚΚΙΝΙΑ","Κλάση Β","6,740",24786,0.27,827,06/2022
18233,"Π. ΚΟΚΚΙΝΙΑ","Κλάση Γ","3,664",5706,0.64,191,06/2022
18233,"Π. ΚΟΚΚΙΝΙΑ","Κλάση Δ","1,692",936,1.81,32,06/2022
18233,"Π. ΚΟΚΚΙΝΙΑ","Κλάση Ε","2,148",114,18.84,4,06/2022
18233,ΡΕΝΤΗΣ,"Κλάση A",1,180,0.01,6,06/2022
18233,ΡΕΝΤΗΣ,"Κλάση Β",18,90,0.20,3,06/2022
18233,ΡΕΝΤΗΣ,"Κλάση Γ",64,90,0.71,3,06/2022
18233,ΣΤΑΜΑΤΑΚΗ,"Κλάση A",10,810,0.01,27,06/2022
18233,ΣΤΑΜΑΤΑΚΗ,"Κλάση Β",378,1320,0.29,44,06/2022
18233,ΣΤΑΜΑΤΑΚΗ,"Κλάση Γ",296,480,0.62,16,06/2022
18233,ΣΤΑΜΑΤΑΚΗ,"Κλάση Δ",205,90,2.28,3,06/2022
18344,"ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΣ","Κλάση A",137,4530,0.03,151,06/2022
18344,"ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΣ","Κλάση Β","1,692",6630,0.26,221,06/2022
18344,"ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΣ","Κλάση Γ",517,750,0.69,25,06/2022
18344,"ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΣ","Κλάση Δ",446,150,2.97,5,06/2022
18344,"ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΣ","Κλάση Ε","5,701",60,95.02,2,06/2022
18344,ΙΛΙΣΣΟΣ,"Κλάση A",1,30,0.03,1,06/2022
18344,ΙΛΙΣΣΟΣ,"Κλάση Β",20,60,0.33,2,06/2022
18344,ΙΛΙΣΣΟΣ,"Κλάση Γ",36,60,0.60,2,06/2022
18344,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση A",710,21210,0.03,707,06/2022
18344,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Β","13,355",48480,0.28,1616,06/2022
18344,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Γ","5,895",9510,0.62,317,06/2022
18344,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Δ","1,159",690,1.68,23,06/2022
18344,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Ε",160,30,5.33,1,06/2022
18344,ΜΟΣΧΑΤΟ,"Κλάση A",78,2678,0.03,90,06/2022
18344,ΜΟΣΧΑΤΟ,"Κλάση Β","1,471",5280,0.28,176,06/2022
18344,ΜΟΣΧΑΤΟ,"Κλάση Γ",721,1110,0.65,37,06/2022
18344,ΜΟΣΧΑΤΟ,"Κλάση Δ",199,90,2.21,3,06/2022
18344,ΠΑΡΑΛΙΑ,"Κλάση A",628,19112,0.03,645,06/2022
18344,ΠΑΡΑΛΙΑ,"Κλάση Β","13,814",49424,0.28,1650,06/2022
18344,ΠΑΡΑΛΙΑ,"Κλάση Γ","6,351",10244,0.62,342,06/2022
18344,ΠΑΡΑΛΙΑ,"Κλάση Δ","1,253",750,1.67,25,06/2022
18345,ΓΗΠΕΔΟ,"Κλάση A",322,9000,0.04,301,06/2022
18345,ΓΗΠΕΔΟ,"Κλάση Β","7,123",25560,0.28,852,06/2022
18345,ΓΗΠΕΔΟ,"Κλάση Γ","3,265",5280,0.62,176,06/2022
18345,ΓΗΠΕΔΟ,"Κλάση Δ",410,270,1.52,9,06/2022
18345,ΙΛΙΣΣΟΣ,"Κλάση A",35,1050,0.03,35,06/2022
18345,ΙΛΙΣΣΟΣ,"Κλάση Β","1,589",5130,0.31,171,06/2022
18345,ΙΛΙΣΣΟΣ,"Κλάση Γ",857,1350,0.63,45,06/2022
18345,ΙΛΙΣΣΟΣ,"Κλάση Δ",119,60,1.98,2,06/2022
18345,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση A",664,18321,0.04,615,06/2022
18345,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Β","12,459",44672,0.28,1491,06/2022
18345,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Γ","5,806",9247,0.63,309,06/2022
18345,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Δ","1,224",840,1.46,28,06/2022
18345,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Ε",161,30,5.37,1,06/2022
18345,ΜΟΣΧΑΤΟ,"Κλάση A",158,4621,0.03,155,06/2022
18345,ΜΟΣΧΑΤΟ,"Κλάση Β","4,177",14910,0.28,497,06/2022
18345,ΜΟΣΧΑΤΟ,"Κλάση Γ","1,785",2910,0.61,97,06/2022
18345,ΜΟΣΧΑΤΟ,"Κλάση Δ",242,180,1.34,6,06/2022
18345,ΠΑΡΑΛΙΑ,"Κλάση A",303,9120,0.03,304,06/2022
18345,ΠΑΡΑΛΙΑ,"Κλάση Β","7,581",26580,0.29,886,06/2022
18345,ΠΑΡΑΛΙΑ,"Κλάση Γ","3,808",6060,0.63,202,06/2022
18345,ΠΑΡΑΛΙΑ,"Κλάση Δ",604,360,1.68,12,06/2022
18345,ΣΤΑΘΜΟΣ,"Κλάση A",556,16269,0.03,544,06/2022
18345,ΣΤΑΘΜΟΣ,"Κλάση Β","10,735",39270,0.27,1309,06/2022
18345,ΣΤΑΘΜΟΣ,"Κλάση Γ","4,548",7380,0.62,246,06/2022
18345,ΣΤΑΘΜΟΣ,"Κλάση Δ",597,390,1.53,13,06/2022
18345,ΣΤΑΘΜΟΣ,"Κλάση Ε",454,30,15.13,1,06/2022
18346,ΙΛΙΣΣΟΣ,"Κλάση A",14,960,0.01,33,06/2022
18346,ΙΛΙΣΣΟΣ,"Κλάση Β",180,810,0.22,27,06/2022
18346,ΙΛΙΣΣΟΣ,"Κλάση Γ",121,180,0.67,6,06/2022
18346,ΙΛΙΣΣΟΣ,"Κλάση Δ",281,180,1.56,6,06/2022
18346,ΚΗΦΙΣΣΟΣ,"Κλάση A",8,810,0.01,29,06/2022
18346,ΚΗΦΙΣΣΟΣ,"Κλάση Β",234,840,0.28,28,06/2022
18346,ΚΗΦΙΣΣΟΣ,"Κλάση Γ",257,360,0.71,12,06/2022
18346,ΚΗΦΙΣΣΟΣ,"Κλάση Δ",286,150,1.91,5,06/2022
18346,ΚΗΦΙΣΣΟΣ,"Κλάση Ε",198,30,6.60,1,06/2022
18346,ΛΑΧΑΝΑΓΟΡΑ,"Κλάση A",65,2391,0.03,84,06/2022
18346,ΛΑΧΑΝΑΓΟΡΑ,"Κλάση Β",700,2790,0.25,93,06/2022
18346,ΛΑΧΑΝΑΓΟΡΑ,"Κλάση Γ",518,810,0.64,27,06/2022
18346,ΛΑΧΑΝΑΓΟΡΑ,"Κλάση Δ","1,750",849,2.06,29,06/2022
18346,ΛΑΧΑΝΑΓΟΡΑ,"Κλάση Ε","2,219",210,10.57,7,06/2022
18346,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση A",2,210,0.01,7,06/2022
18346,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Β",148,510,0.29,17,06/2022
18346,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Γ",24,30,0.80,1,06/2022
18346,ΜΟΣΧΑΤΟ,"Κλάση A",42,1860,0.02,66,06/2022
18346,ΜΟΣΧΑΤΟ,"Κλάση Β",469,1800,0.26,60,06/2022
18346,ΜΟΣΧΑΤΟ,"Κλάση Γ",498,750,0.66,25,06/2022
18346,ΜΟΣΧΑΤΟ,"Κλάση Δ",761,420,1.81,14,06/2022
18346,ΜΟΣΧΑΤΟ,"Κλάση Ε","1,545",150,10.30,5,06/2022
18346,ΣΤΑΘΜΟΣ,"Κλάση A",76,2640,0.03,90,06/2022
18346,ΣΤΑΘΜΟΣ,"Κλάση Β",910,3330,0.27,111,06/2022
18346,ΣΤΑΘΜΟΣ,"Κλάση Γ",509,780,0.65,26,06/2022
18346,ΣΤΑΘΜΟΣ,"Κλάση Δ",690,420,1.64,14,06/2022
18346,ΣΤΑΘΜΟΣ,"Κλάση Ε",155,30,5.17,1,06/2022
18450,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση A",47,2100,0.02,71,06/2022
18450,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Β",595,2280,0.26,76,06/2022
18450,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Γ",262,390,0.67,13,06/2022
18450,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Δ",94,90,1.04,3,06/2022
18450,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση A",892,39930,0.02,1331,06/2022
18450,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Β","14,308",53850,0.27,1795,06/2022
18450,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Γ","6,927",10800,0.64,360,06/2022
18450,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Δ","1,274",930,1.37,31,06/2022
18450,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Ε",366,30,12.20,1,06/2022
18450,ΑΡΜΕΝΙΚΑ,"Κλάση A",569,19921,0.03,665,06/2022
18450,ΑΡΜΕΝΙΚΑ,"Κλάση Β","10,455",37344,0.28,1245,06/2022
18450,ΑΡΜΕΝΙΚΑ,"Κλάση Γ","4,700",7587,0.62,253,06/2022
18450,ΑΡΜΕΝΙΚΑ,"Κλάση Δ",830,483,1.72,17,06/2022
18450,ΑΡΜΕΝΙΚΑ,"Κλάση Ε",704,60,11.73,2,06/2022
18450,ΓΕΦΥΡΑ,"Κλάση A",255,10530,0.02,351,06/2022
18450,ΓΕΦΥΡΑ,"Κλάση Β","4,142",14670,0.28,489,06/2022
18450,ΓΕΦΥΡΑ,"Κλάση Γ","2,017",3120,0.65,104,06/2022
18450,ΓΕΦΥΡΑ,"Κλάση Δ",496,240,2.07,8,06/2022
18450,ΓΕΦΥΡΑ,"Κλάση Ε",410,30,13.67,1,06/2022
18450,ΚΑΡΑΒΑΣ,"Κλάση A",1,30,0.03,1,06/2022
18450,ΜΑΝΙΑΤΙΚΑ,"Κλάση A",82,3930,0.02,132,06/2022
18450,ΜΑΝΙΑΤΙΚΑ,"Κλάση Β","1,827",6720,0.27,224,06/2022
18450,ΜΑΝΙΑΤΙΚΑ,"Κλάση Γ",969,1530,0.63,51,06/2022
18450,ΜΑΝΙΑΤΙΚΑ,"Κλάση Δ",221,90,2.46,3,06/2022
18450,ΝΙΚΑΙΑ,"Κλάση A",199,7563,0.03,254,06/2022
18450,ΝΙΚΑΙΑ,"Κλάση Β","3,334",12148,0.27,405,06/2022
18450,ΝΙΚΑΙΑ,"Κλάση Γ","1,464",2310,0.63,77,06/2022
18450,ΝΙΚΑΙΑ,"Κλάση Δ",302,232,1.30,8,06/2022
18450,ΝΙΚΑΙΑ,"Κλάση Ε",169,30,5.63,1,06/2022
18450,"ΟΣΙΑ ΞΕΝΗ","Κλάση A",142,6330,0.02,211,06/2022
18450,"ΟΣΙΑ ΞΕΝΗ","Κλάση Β","3,089",11400,0.27,380,06/2022
18450,"ΟΣΙΑ ΞΕΝΗ","Κλάση Γ","1,611",2640,0.61,88,06/2022
18450,"ΟΣΙΑ ΞΕΝΗ","Κλάση Δ",290,210,1.38,7,06/2022
18450,"ΟΣΙΑ ΞΕΝΗ","Κλάση Ε",189,30,6.30,1,06/2022
18450,"Π. ΚΟΚΚΙΝΙΑ","Κλάση A",122,4561,0.03,153,06/2022
18450,"Π. ΚΟΚΚΙΝΙΑ","Κλάση Β","2,493",8999,0.28,300,06/2022
18450,"Π. ΚΟΚΚΙΝΙΑ","Κλάση Γ","1,167",1830,0.64,61,06/2022
18450,"Π. ΚΟΚΚΙΝΙΑ","Κλάση Δ",109,90,1.21,3,06/2022
18450,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση A",210,7830,0.03,261,06/2022
18450,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση Β","3,712",13290,0.28,443,06/2022
18450,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση Γ","1,546",2460,0.63,82,06/2022
18450,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση Δ",254,210,1.21,7,06/2022
18450,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση Ε",755,30,25.17,1,06/2022
18450,ΧΑΛΚΗΔΟΝΑ,"Κλάση A",213,7440,0.03,249,06/2022
18450,ΧΑΛΚΗΔΟΝΑ,"Κλάση Β","4,348",15570,0.28,519,06/2022
18450,ΧΑΛΚΗΔΟΝΑ,"Κλάση Γ","2,020",3239,0.62,108,06/2022
18450,ΧΑΛΚΗΔΟΝΑ,"Κλάση Δ",112,90,1.24,3,06/2022
18450,ΧΑΛΚΗΔΟΝΑ,"Κλάση Ε",347,30,11.57,1,06/2022
18451,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση A",15,540,0.03,19,06/2022
18451,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Β",478,1770,0.27,59,06/2022
18451,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Γ",249,420,0.59,14,06/2022
18451,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση A",47,1905,0.02,64,06/2022
18451,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Β",542,2055,0.26,69,06/2022
18451,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Γ",313,510,0.61,17,06/2022
18451,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Δ",128,90,1.42,3,06/2022
18451,ΑΝΑΛΗΨΗ,"Κλάση A",2,240,0.01,8,06/2022
18451,ΑΝΑΛΗΨΗ,"Κλάση Β",85,270,0.31,9,06/2022
18451,ΑΝΑΛΗΨΗ,"Κλάση Γ",36,60,0.60,2,06/2022
18451,ΑΝΑΛΗΨΗ,"Κλάση Δ",36,30,1.20,1,06/2022
18451,ΓΗΠΕΔΟ,"Κλάση A",21,960,0.02,32,06/2022
18451,ΓΗΠΕΔΟ,"Κλάση Β",914,2880,0.32,96,06/2022
18451,ΓΗΠΕΔΟ,"Κλάση Γ","1,154",1770,0.65,59,06/2022
18451,ΓΗΠΕΔΟ,"Κλάση Δ",207,180,1.15,6,06/2022
18451,ΓΗΠΕΔΟ,"Κλάση Ε",261,30,8.70,1,06/2022
18451,ΚΡΗΝΗ,"Κλάση A",552,15960,0.03,533,06/2022
18451,ΚΡΗΝΗ,"Κλάση Β","8,780",32100,0.27,1071,06/2022
18451,ΚΡΗΝΗ,"Κλάση Γ","3,667",6000,0.61,200,06/2022
18451,ΚΡΗΝΗ,"Κλάση Δ",588,420,1.40,14,06/2022
18451,ΝΕΑΠΟΛΗ,"Κλάση A",362,11880,0.03,401,06/2022
18451,ΝΕΑΠΟΛΗ,"Κλάση Β","6,819",24660,0.28,822,06/2022
18451,ΝΕΑΠΟΛΗ,"Κλάση Γ","3,458",5485,0.63,183,06/2022
18451,ΝΕΑΠΟΛΗ,"Κλάση Δ",955,517,1.85,20,06/2022
18451,ΝΕΑΠΟΛΗ,"Κλάση Ε",792,59,13.42,2,06/2022
18451,ΝΙΚΑΙΑ,"Κλάση A",95,2721,0.03,91,06/2022
18451,ΝΙΚΑΙΑ,"Κλάση Β","2,162",7719,0.28,258,06/2022
18451,ΝΙΚΑΙΑ,"Κλάση Γ","1,166",1860,0.63,62,06/2022
18451,ΝΙΚΑΙΑ,"Κλάση Δ",117,90,1.30,3,06/2022
18451,ΝΙΚΑΙΑ,"Κλάση Ε",166,30,5.53,1,06/2022
18451,"ΟΣΙΑ ΞΕΝΗ","Κλάση A",343,12007,0.03,402,06/2022
18451,"ΟΣΙΑ ΞΕΝΗ","Κλάση Β","6,814",25013,0.27,834,06/2022
18451,"ΟΣΙΑ ΞΕΝΗ","Κλάση Γ","3,274",5370,0.61,179,06/2022
18451,"ΟΣΙΑ ΞΕΝΗ","Κλάση Δ",462,330,1.40,11,06/2022
18451,"ΟΣΙΑ ΞΕΝΗ","Κλάση Ε","1,011",60,16.85,2,06/2022
18451,ΧΑΛΚΗΔΟΝΑ,"Κλάση A","1,056",32430,0.03,1083,06/2022
18451,ΧΑΛΚΗΔΟΝΑ,"Κλάση Β","22,163",79440,0.28,2648,06/2022
